team1,team2,score1,score2,event,date,match_url,winner,rank1,rank2
ENCE,PARIVISION,1,2,StarLadder StarSeries Fall 2025 Europe Closed Qualifier,Results for August 13th 2025,https://www.hltv.org/matches/2384486/ence-vs-parivision-starladder-starseries-fall-2025-europe-closed-qualifier,PARIVISION,70,6
HOTU,SINNERS,0,2,Thunderpick World Championship 2025 European Series 2,Results for August 13th 2025,https://www.hltv.org/matches/2384212/hotu-vs-sinners-thunderpick-world-championship-2025-european-series-2,SINNERS,35,65
BIG,9INE,1,2,StarLadder StarSeries Fall 2025 Europe Closed Qualifier,Results for August 13th 2025,https://www.hltv.org/matches/2384485/big-vs-9ine-starladder-starseries-fall-2025-europe-closed-qualifier,9INE,63,41
Betclic,Passion UA,2,0,ESL Challenger League Season 50 Europe Cup 1,Results for August 13th 2025,https://www.hltv.org/matches/2384432/betclic-vs-passion-ua-esl-challenger-league-season-50-europe-cup-1,Betclic,93,17
Sharks,ODDIK,0,2,Circuito FERJEE de Esports 2025 Finals,Results for August 13th 2025,https://www.hltv.org/matches/2384323/sharks-vs-oddik-circuito-ferjee-de-esports-2025-finals,ODDIK,39,47
fnatic,PARIVISION,1,2,StarLadder StarSeries Fall 2025 Europe Closed Qualifier,Results for August 13th 2025,https://www.hltv.org/matches/2384480/fnatic-vs-parivision-starladder-starseries-fall-2025-europe-closed-qualifier,PARIVISION,33,6
Ninjas in Pyjamas,9INE,1,2,StarLadder StarSeries Fall 2025 Europe Closed Qualifier,Results for August 13th 2025,https://www.hltv.org/matches/2384478/ninjas-in-pyjamas-vs-9ine-starladder-starseries-fall-2025-europe-closed-qualifier,9INE,21,41
ENCE,BetBoom,2,1,StarLadder StarSeries Fall 2025 Europe Closed Qualifier,Results for August 13th 2025,https://www.hltv.org/matches/2384479/ence-vs-betboom-starladder-starseries-fall-2025-europe-closed-qualifier,ENCE,70,32
BIG,Passion UA,2,0,StarLadder StarSeries Fall 2025 Europe Closed Qualifier,Results for August 13th 2025,https://www.hltv.org/matches/2384477/big-vs-passion-ua-starladder-starseries-fall-2025-europe-closed-qualifier,BIG,63,17
Imperial,ShindeN,2,1,ESL Challenger League Season 50 South America Cup 1,Results for August 13th 2025,https://www.hltv.org/matches/2384337/imperial-vs-shinden-esl-challenger-league-season-50-south-america-cup-1,Imperial,23,71
NRG,BOSS,2,0,CCT Season 3 North America Series 1,Results for August 13th 2025,https://www.hltv.org/matches/2384262/nrg-vs-boss-cct-season-3-north-america-series-1,NRG,19,94
9z,Bounty Hunters,1,0,ESL Challenger League Season 50 South America Cup 1,Results for August 12th 2025,https://www.hltv.org/matches/2384343/9z-vs-bounty-hunters-esl-challenger-league-season-50-south-america-cup-1,9z,42,88
9INE,Tricked,2,1,ESL Challenger League Season 50 Europe Cup 1,Results for August 12th 2025,https://www.hltv.org/matches/2384279/9ine-vs-tricked-esl-challenger-league-season-50-europe-cup-1,9INE,41,59
HOTU,ARCRED,2,0,Thunderpick World Championship 2025 European Series 2,Results for August 12th 2025,https://www.hltv.org/matches/2384208/hotu-vs-arcred-thunderpick-world-championship-2025-european-series-2,HOTU,35,60
Sashi,PARIVISION,0,2,ESL Challenger League Season 50 Europe Cup 1,Results for August 12th 2025,https://www.hltv.org/matches/2384282/sashi-vs-parivision-esl-challenger-league-season-50-europe-cup-1,PARIVISION,78,6
Betclic,FAVBET,2,0,Thunderpick World Championship 2025 European Series 2,Results for August 12th 2025,https://www.hltv.org/matches/2384207/betclic-vs-favbet-thunderpick-world-championship-2025-european-series-2,Betclic,93,68
Chinggis Warriors,The Huns,0,2,ESL Challenger League Season 50 Asia-Pacific Cup 1,Results for August 12th 2025,https://www.hltv.org/matches/2384406/chinggis-warriors-vs-the-huns-esl-challenger-league-season-50-asia-pacific-cup-1,The Huns,83,67
Rare Atom,Eruption,2,0,ESL Challenger League Season 50 Asia-Pacific Cup 1,Results for August 12th 2025,https://www.hltv.org/matches/2384408/rare-atom-vs-eruption-esl-challenger-league-season-50-asia-pacific-cup-1,Rare Atom,72,95
Alliance,SINNERS,1,2,Thunderpick World Championship 2025 European Series 2,Results for August 12th 2025,https://www.hltv.org/matches/2384206/alliance-vs-sinners-thunderpick-world-championship-2025-european-series-2,SINNERS,76,65
UNiTY,MOUZ NXT,2,1,ESEA League Season 54 Europe Elite Cup 1,Results for August 12th 2025,https://www.hltv.org/matches/2384286/unity-vs-mouz-nxt-esea-league-season-54-europe-elite-cup-1,UNiTY,91,69
HOTU,Tricked,1,2,Exort The Proving Grounds Season 3,Results for August 12th 2025,https://www.hltv.org/matches/2384315/hotu-vs-tricked-exort-the-proving-grounds-season-3,Tricked,35,59
Alliance,Sangal,2,1,ESL Challenger League Season 50 Europe Cup 1,Results for August 11th 2025,https://www.hltv.org/matches/2384270/alliance-vs-sangal-esl-challenger-league-season-50-europe-cup-1,Alliance,76,97
Betclic,BC.Game,1,2,ESL Challenger League Season 50 Europe Cup 1,Results for August 11th 2025,https://www.hltv.org/matches/2384275/betclic-vs-bcgame-esl-challenger-league-season-50-europe-cup-1,BC.Game,93,26
GamerLegion,BIG,2,1,CS Asia Championships 2025 Europe Open Qualifier,Results for August 11th 2025,https://www.hltv.org/matches/2384401/gamerlegion-vs-big-cs-asia-championships-2025-europe-open-qualifier,GamerLegion,20,63
HEROIC,Passion UA,2,1,CS Asia Championships 2025 Europe Open Qualifier,Results for August 11th 2025,https://www.hltv.org/matches/2384402/heroic-vs-passion-ua-cs-asia-championships-2025-europe-open-qualifier,HEROIC,22,17
Ninjas in Pyjamas,FUT,1,2,CS Asia Championships 2025 Europe Open Qualifier,Results for August 11th 2025,https://www.hltv.org/matches/2384403/ninjas-in-pyjamas-vs-fut-cs-asia-championships-2025-europe-open-qualifier,FUT,21,14
JiJieHao,ARCRED,1,2,Exort The Proving Grounds Season 3,Results for August 11th 2025,https://www.hltv.org/matches/2384313/jijiehao-vs-arcred-exort-the-proving-grounds-season-3,ARCRED,79,60
fnatic,ECSTATIC,2,0,CS Asia Championships 2025 Europe Open Qualifier,Results for August 11th 2025,https://www.hltv.org/matches/2384404/fnatic-vs-ecstatic-cs-asia-championships-2025-europe-open-qualifier,fnatic,33,50
Alliance,FORZE Reload,1,2,European Pro League Season 27,Results for August 11th 2025,https://www.hltv.org/matches/2384247/alliance-vs-forze-reload-european-pro-league-season-27,FORZE Reload,76,90
Sangal,Tricked,1,2,Exort The Proving Grounds Season 3,Results for August 11th 2025,https://www.hltv.org/matches/2384311/sangal-vs-tricked-exort-the-proving-grounds-season-3,Tricked,97,59
PARIVISION,OG,0,2,CCT Season 3 Europe Series 4,Results for August 10th 2025,https://www.hltv.org/matches/2384180/parivision-vs-og-cct-season-3-europe-series-4,OG,6,52
FUT,BetBoom,13,4,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384399/fut-vs-betboom-cs-asia-championships-2025-europe-open-qualifier,FUT,14,32
Legacy,Vitality,0,2,BLAST Bounty 2025 Season 2,Results for August 10th 2025,https://www.hltv.org/matches/2384149/legacy-vs-vitality-blast-bounty-2025-season-2,Vitality,25,1
CYBERSHOKE,BC.Game,1,2,Exort The Proving Grounds Season 3,Results for August 10th 2025,https://www.hltv.org/matches/2384309/cybershoke-vs-bcgame-exort-the-proving-grounds-season-3,BC.Game,58,26
Nemiga,Passion UA,5,13,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384398/nemiga-vs-passion-ua-cs-asia-championships-2025-europe-open-qualifier,Passion UA,55,17
BetBoom,Sashi,19,15,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384395/betboom-vs-sashi-cs-asia-championships-2025-europe-open-qualifier,BetBoom,32,78
ECSTATIC,Sangal,13,11,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384400/ecstatic-vs-sangal-cs-asia-championships-2025-europe-open-qualifier,ECSTATIC,50,97
Passion UA,1win,13,7,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384394/passion-ua-vs-1win-cs-asia-championships-2025-europe-open-qualifier,Passion UA,17,77
BIG,EYEBALLERS,13,9,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384393/big-vs-eyeballers-cs-asia-championships-2025-europe-open-qualifier,BIG,63,34
HEROIC,Aurora,0,2,BLAST Bounty 2025 Season 2,Results for August 10th 2025,https://www.hltv.org/matches/2384143/heroic-vs-aurora-blast-bounty-2025-season-2,Aurora,22,11
OG,Sangal,0,1,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384396/og-vs-sangal-cs-asia-championships-2025-europe-open-qualifier,Sangal,52,97
Inner Circle,Sashi,8,13,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384391/inner-circle-vs-sashi-cs-asia-championships-2025-europe-open-qualifier,Sashi,44,78
HOTU,EYEBALLERS,4,13,CS Asia Championships 2025 Europe Open Qualifier,Results for August 10th 2025,https://www.hltv.org/matches/2384392/hotu-vs-eyeballers-cs-asia-championships-2025-europe-open-qualifier,EYEBALLERS,35,34
B8,MOUZ,0,2,BLAST Bounty 2025 Season 2,Results for August 10th 2025,https://www.hltv.org/matches/2384148/b8-vs-mouz-blast-bounty-2025-season-2,MOUZ,16,4
paiN,The MongolZ,0,2,BLAST Bounty 2025 Season 2,Results for August 10th 2025,https://www.hltv.org/matches/2384146/pain-vs-the-mongolz-blast-bounty-2025-season-2,The MongolZ,18,10
PARIVISION,fnatic,2,0,CCT Season 3 Europe Series 4,Results for August 10th 2025,https://www.hltv.org/matches/2384178/parivision-vs-fnatic-cct-season-3-europe-series-4,PARIVISION,6,33
BOSS,Marsborne,0,2,CCT Season 3 North America Series 1,Results for August 10th 2025,https://www.hltv.org/matches/2384256/boss-vs-marsborne-cct-season-3-north-america-series-1,Marsborne,94,53
Liquid,FURIA,2,1,BLAST Bounty 2025 Season 2,Results for August 10th 2025,https://www.hltv.org/matches/2384147/liquid-vs-furia-blast-bounty-2025-season-2,Liquid,15,2
G2,Spirit,1,2,BLAST Bounty 2025 Season 2,Results for August 9th 2025,https://www.hltv.org/matches/2384142/g2-vs-spirit-blast-bounty-2025-season-2,Spirit,9,5
RUSTEC,ARCRED,0,2,Exort Series 14,Results for August 9th 2025,https://www.hltv.org/matches/2384297/rustec-vs-arcred-exort-series-14,ARCRED,98,60
FAVBET,Monte,1,0,Thunderpick World Championship 2025 European Series 2,Results for August 9th 2025,https://www.hltv.org/matches/2384197/favbet-vs-monte-thunderpick-world-championship-2025-european-series-2,FAVBET,68,31
Virtus.pro,FaZe,2,1,BLAST Bounty 2025 Season 2,Results for August 9th 2025,https://www.hltv.org/matches/2384144/virtuspro-vs-faze-blast-bounty-2025-season-2,Virtus.pro,61,7
9INE,fnatic,0,2,CCT Season 3 Europe Series 4,Results for August 9th 2025,https://www.hltv.org/matches/2384176/9ine-vs-fnatic-cct-season-3-europe-series-4,fnatic,41,33
ENCE,OG,1,2,CCT Season 3 Europe Series 4,Results for August 9th 2025,https://www.hltv.org/matches/2384175/ence-vs-og-cct-season-3-europe-series-4,OG,70,52
Astralis,Natus Vincere,2,1,BLAST Bounty 2025 Season 2,Results for August 9th 2025,https://www.hltv.org/matches/2384145/astralis-vs-natus-vincere-blast-bounty-2025-season-2,Astralis,12,8
fnatic,Sashi,2,0,CCT Season 3 Europe Series 4,Results for August 8th 2025,https://www.hltv.org/matches/2384173/fnatic-vs-sashi-cct-season-3-europe-series-4,fnatic,33,78
NRG,Vitality,0,2,BLAST Bounty 2025 Season 2,Results for August 8th 2025,https://www.hltv.org/matches/2384140/nrg-vs-vitality-blast-bounty-2025-season-2,Vitality,19,1
FlyQuest,Aurora,0,2,BLAST Bounty 2025 Season 2,Results for August 8th 2025,https://www.hltv.org/matches/2384134/flyquest-vs-aurora-blast-bounty-2025-season-2,Aurora,29,11
OG,Tricked,2,0,CCT Season 3 Europe Series 4,Results for August 8th 2025,https://www.hltv.org/matches/2384171/og-vs-tricked-cct-season-3-europe-series-4,OG,52,59
EYEBALLERS,K27,1,0,Exort Series 14,Results for August 8th 2025,https://www.hltv.org/matches/2384293/eyeballers-vs-k27-exort-series-14,EYEBALLERS,34,40
PARIVISION,CYBERSHOKE,2,1,CCT Season 3 Europe Series 4,Results for August 8th 2025,https://www.hltv.org/matches/2384170/parivision-vs-cybershoke-cct-season-3-europe-series-4,PARIVISION,6,58
ENCE,The MongolZ,1,2,BLAST Bounty 2025 Season 2,Results for August 8th 2025,https://www.hltv.org/matches/2384136/ence-vs-the-mongolz-blast-bounty-2025-season-2,The MongolZ,70,10
fnatic,Legacy,1,2,BLAST Bounty 2025 Season 2,Results for August 7th 2025,https://www.hltv.org/matches/2384129/fnatic-vs-legacy-blast-bounty-2025-season-2,Legacy,33,25
Ninjas in Pyjamas,paiN,1,2,BLAST Bounty 2025 Season 2,Results for August 7th 2025,https://www.hltv.org/matches/2384127/ninjas-in-pyjamas-vs-pain-blast-bounty-2025-season-2,paiN,21,18
OG,MOUZ,1,2,BLAST Bounty 2025 Season 2,Results for August 7th 2025,https://www.hltv.org/matches/2384141/og-vs-mouz-blast-bounty-2025-season-2,MOUZ,52,4
ENCE,Monte,2,0,CCT Season 3 Europe Series 4,Results for August 7th 2025,https://www.hltv.org/matches/2384167/ence-vs-monte-cct-season-3-europe-series-4,ENCE,70,31
BIG,FURIA,0,2,BLAST Bounty 2025 Season 2,Results for August 7th 2025,https://www.hltv.org/matches/2384137/big-vs-furia-blast-bounty-2025-season-2,FURIA,63,2
Rare Atom,Astralis,0,2,BLAST Bounty 2025 Season 2,Results for August 6th 2025,https://www.hltv.org/matches/2384135/rare-atom-vs-astralis-blast-bounty-2025-season-2,Astralis,72,12
Passion UA,Spirit,1,2,BLAST Bounty 2025 Season 2,Results for August 6th 2025,https://www.hltv.org/matches/2384138/passion-ua-vs-spirit-blast-bounty-2025-season-2,Spirit,17,5
Betclic,Monte,1,2,CCT Season 3 Europe Series 4,Results for August 6th 2025,https://www.hltv.org/matches/2384163/betclic-vs-monte-cct-season-3-europe-series-4,Monte,93,31
MIBR,Virtus.pro,0,2,BLAST Bounty 2025 Season 2,Results for August 6th 2025,https://www.hltv.org/matches/2384126/mibr-vs-virtuspro-blast-bounty-2025-season-2,Virtus.pro,28,61
K27,G2 Ares,2,0,European Pro League Season 27,Results for August 6th 2025,https://www.hltv.org/matches/2384217/k27-vs-g2-ares-european-pro-league-season-27,K27,40,84
9z,BESTIA,0,2,CCT Season 3 South America Series 2,Results for August 6th 2025,https://www.hltv.org/matches/2384074/9z-vs-bestia-cct-season-3-south-america-series-2,BESTIA,42,37
BetBoom,FaZe,0,2,BLAST Bounty 2025 Season 2,Results for August 5th 2025,https://www.hltv.org/matches/2384139/betboom-vs-faze-blast-bounty-2025-season-2,FaZe,32,7
Betclic,Sashi,1,2,CCT Season 3 Europe Series 4,Results for August 5th 2025,https://www.hltv.org/matches/2384162/betclic-vs-sashi-cct-season-3-europe-series-4,Sashi,93,78
Nemiga,G2,0,2,BLAST Bounty 2025 Season 2,Results for August 5th 2025,https://www.hltv.org/matches/2384132/nemiga-vs-g2-blast-bounty-2025-season-2,G2,55,9
ShindeN,9z,0,2,CCT Season 3 South America Series 2,Results for August 5th 2025,https://www.hltv.org/matches/2384072/shinden-vs-9z-cct-season-3-south-america-series-2,9z,71,42
ECSTATIC,Liquid,0,2,BLAST Bounty 2025 Season 2,Results for August 5th 2025,https://www.hltv.org/matches/2384130/ecstatic-vs-liquid-blast-bounty-2025-season-2,Liquid,50,15
FUT,B8,0,2,BLAST Bounty 2025 Season 2,Results for August 5th 2025,https://www.hltv.org/matches/2384131/fut-vs-b8-blast-bounty-2025-season-2,B8,14,16
ODDIK,9z,0,2,CCT Season 3 South America Series 2,Results for August 4th 2025,https://www.hltv.org/matches/2384070/oddik-vs-9z-cct-season-3-south-america-series-2,9z,47,42
Sharks,BESTIA,0,2,CCT Season 3 South America Series 2,Results for August 4th 2025,https://www.hltv.org/matches/2384069/sharks-vs-bestia-cct-season-3-south-america-series-2,BESTIA,39,37
Passion UA,Monte,1,2,CCT Season 3 Europe Series 4,Results for August 4th 2025,https://www.hltv.org/matches/2384158/passion-ua-vs-monte-cct-season-3-europe-series-4,Monte,17,31
Sangal,ARCRED,2,1,CCT Season 3 Europe Series 4,Results for August 4th 2025,https://www.hltv.org/matches/2384157/sangal-vs-arcred-cct-season-3-europe-series-4,Sangal,97,60
9z,Bounty Hunters,2,0,CCT Season 3 South America Series 2,Results for August 4th 2025,https://www.hltv.org/matches/2384067/9z-vs-bounty-hunters-cct-season-3-south-america-series-2,9z,42,88
Betclic,Tricked,0,2,CCT Season 3 Europe Series 4,Results for August 3rd 2025,https://www.hltv.org/matches/2384111/betclic-vs-tricked-cct-season-3-europe-series-4,Tricked,93,59
FlyQuest,The Huns,2,0,BLAST Rising Asia 2025 Season 2,Results for August 3rd 2025,https://www.hltv.org/matches/2384093/flyquest-vs-the-huns-blast-rising-asia-2025-season-2,FlyQuest,29,67
Spirit,MOUZ,3,0,IEM Cologne 2025,Results for August 3rd 2025,https://www.hltv.org/matches/2383844/spirit-vs-mouz-iem-cologne-2025,Spirit,5,4
NRG,M80,0,2,Ace NA Masters 2025 Season 2 - BLAST Premier Rising Event,Results for August 3rd 2025,https://www.hltv.org/matches/2384118/nrg-vs-m80-ace-na-masters-2025-season-2-blast-premier-rising-event,M80,19,24
Legacy,Imperial,2,0,Ace SA Masters 2025 Season 2 - BLAST Premier Rising Event,Results for August 3rd 2025,https://www.hltv.org/matches/2384125/legacy-vs-imperial-ace-sa-masters-2025-season-2-blast-premier-rising-event,Legacy,25,23
9INE,Johnny Speeds,2,1,CCT Season 3 Europe Series 4,Results for August 3rd 2025,https://www.hltv.org/matches/2384109/9ine-vs-johnny-speeds-cct-season-3-europe-series-4,9INE,41,73
The Huns,Chinggis Warriors,2,0,BLAST Rising Asia 2025 Season 2,Results for August 3rd 2025,https://www.hltv.org/matches/2384092/the-huns-vs-chinggis-warriors-blast-rising-asia-2025-season-2,The Huns,67,83
Eruption,FlyQuest,0,2,BLAST Rising Asia 2025 Season 2,Results for August 3rd 2025,https://www.hltv.org/matches/2384091/eruption-vs-flyquest-blast-rising-asia-2025-season-2,FlyQuest,95,29
Imperial,ODDIK,2,1,Ace SA Masters 2025 Season 2 - BLAST Premier Rising Event,Results for August 2nd 2025,https://www.hltv.org/matches/2384124/imperial-vs-oddik-ace-sa-masters-2025-season-2-blast-premier-rising-event,Imperial,23,47
NRG,BOSS,2,0,Ace NA Masters 2025 Season 2 - BLAST Premier Rising Event,Results for August 2nd 2025,https://www.hltv.org/matches/2384116/nrg-vs-boss-ace-na-masters-2025-season-2-blast-premier-rising-event,NRG,19,94
Vitality,MOUZ,0,2,IEM Cologne 2025,Results for August 2nd 2025,https://www.hltv.org/matches/2383842/vitality-vs-mouz-iem-cologne-2025,MOUZ,1,4
Fluxo,ShindeN,1,2,CCT Season 3 South America Series 2,Results for August 2nd 2025,https://www.hltv.org/matches/2384061/fluxo-vs-shinden-cct-season-3-south-america-series-2,ShindeN,66,71
Marsborne,M80,0,2,Ace NA Masters 2025 Season 2 - BLAST Premier Rising Event,Results for August 2nd 2025,https://www.hltv.org/matches/2384117/marsborne-vs-m80-ace-na-masters-2025-season-2-blast-premier-rising-event,M80,53,24
